id,type,front,back,known
633,1,"What are some examples of operations that are associative but not commutative?","- concatenation of lists
- concatenation of strings
- matrix multiplication",0
634,1,"What should we worry about floating point addition and multiplication?","It is commutative but not associative.",0
635,1,"What is the rule of thumb before optimizing or parallelizing?","Ensure the code works correctly first. Then, if you want to get fancy, you can begin to optimize your code for greater speed.",0
636,1,"Does Python have an opcode cache?","In a way. It outputs a .pyc file, containing the bytecode. When a module is imported for the first time, or when the source is more recent than the current compiled file, a .pyc file containing the compiled code will usually be created in the same directory as the .py file. When you run the program next time, Python uses this file to skip the compilation step.",0
637,1,"Design a URL shortening service.",ask:,0
638,1,"How would you design the feature in LinkedIn where it computes how many hops there are between you and another person?",ask:,0
639,1,"If you were to design a web platform for online chess games, how would you do that?","ask:
-",0
640,1,"What are some key things to remember when scaling a large system?","1) Asynchronous is good  (use queues, topics/pub-sub)
2) Parallel is good  (multi-threading, load balancing etc.)
3) Avoid points of contention e.g. synchronization
4) Avoid writing to disk until you must - cache like crazy
5) Scale out not up
6) At web scale the speed of light is a problem
7) At web scale everything fails - networks, load balancers etc.",0
641,1,"What is Thrift?","Apache Thrift is a framework for scalable cross-language services development. It combines a software stack with a code generation engine to build services that work efficiently and seamlessly between different languages. It handles serialization and has its own communication protocol.
IDL-based.",0
642,1,"What is Memcache?","An in-memory distributed hash table. It supports only a few commands but it is extremely efficient.",0
643,1,"How does/did Facebook use memcache and mySQL in 2009?","No joins in production. They have many logical databases for all of their types: people, events, place info, etc. They treat the web tier as a CPU, memcache as system memory, and the database as disk. Everything has an ID and you use the ID to query memcache using a multiget. Any misses are fetched from the database and cached in memcache.",0
644,1,"What is an out-of-band cache?","A cache layer that does not synch with persistent storage. When changes are made to the database, there are no notifications to synchronize with the cache. The cache entry would need to be updated or evicted by other means.",0
645,1,"What is a monad?","In functional programming, monads are a way to build computer programs by joining simple components in predictable and robust ways. A monad is a structure that represents computations defined as sequences of steps: a type with a monad structure defines what it means to chain operations together, or nest functions of that type. This allows the programmer to build pipelines that process data in a series of steps (i.e. a series of actions applied to the data), in which each action is decorated with additional processing rules provided by the monad. A monad is defined by a return operator that creates values, and a bind operator used to link the actions in the pipeline.",0
646,1,"What is pyramidpypi?","A self-hosted mirror of pypi.",0
647,1,"Big Omega represents what?","A lower bound on the growth of a function. f grows at least as fast as g.",0
648,1,"Theta represents what?","A tight asymptotic bound on a function, in other words if both f and g have approximately the same rate of growth.",0
649,1,"For graph problems, the complexity  Theta(N + M) is known as what?","linear in the graph size",0
650,1,"What is a better way of saying ""at least O(n^2)""?","big Omega(n^2)",0
651,1,"What is data normalization?","Normalization is a systematic approach of decomposing tables to eliminate data redundancy and undesirable characteristics like insertion, update and deletion anomalies.

Normalization is used for mainly two purpose,
- eliminating redundant (useless) data
- ensuring data dependencies make sense",0
652,1,"What are the requirements for first normal form?","- each cell has a single value
- all items in a column must be of the same type
- rows are uniquely identified by a unique ID or a composite key",0
653,1,"What are the requirements for second normal form?","All attributes (non-key columns) are dependent on the key",0
654,1,"What are the requirements for third normal form?","All fields can only be determined by the key in the table and no other column.",0
655,1,"What are the requirements for fourth normal form?","No multi-valued dependencies, meaning records should not be duplicated in a table just because more than one item is associated. This creates records that are duplicates except for one field.",0
656,1,"What are some use cases of Hadoop?","- reporting on user behavior over many events
- log processing of 100s of billions of rows",0
657,1,"What are some solid principles to keep in mind for scaling?","- Keep it very simple
- Don’t re-invent the wheel
- Go with boring, proven and well-supported technologies when you can
- Build for what you will need over the next 12-18 months
- Make different things look the same
- Cache to protect the database
- Good enough is good enough",0
658,1,"What is gunicorn?","A Python WSGI HTTP Server",0
659,1,"What is WSGI?","WSGI is the Web Server Gateway Interface. It is a specification that describes how a web server communicates with web applications, and how web applications can be chained together to process one request. It was outlined in PEP 3333.

A WSGI server (meaning WSGI compliant) only receives the request from the client, pass it to the application and then send the response returned by the application to the client.",0
660,1,"What is Fabric?","Fabric is a Python (2.5-2.7) library and command-line tool for streamlining the use of SSH for application deployment or systems administration tasks.",0
661,1,"What is Apache Solr?","Solr is an open source enterprise search platform built on Apache Lucene.
Solr is highly reliable, scalable and fault tolerant, providing distributed indexing, replication and load-balanced querying, automated failover and recovery, centralized configuration and more.",0
662,1,"What is munin?","Graph metrics and alerting.",0
663,1,"What tends to become an issue as you add services in a datacenter and have to ping more caches and services to fulfill a request?","Fan-in, where you can overload routers due to increased internal network traffic.",0
664,1,"What can Redis be used for?","- a noSQL key-value store
- caches
- queues",0
665,1,"What is a benefit of sharding a database as it grows, and what determines the size?","Keeping the index in cache ensures a user lookup doesn't have to hit the disk, lookups can be served from RAM. How much RAM you have will determine the index size which will hint at the underlying data size.",0
666,1,"Why do most businesses end up sharding as they scale?","To support massive concurrent writes.",0
667,1,"What is a message broker?","Message broker is an intermediary program module that translates a message from the formal messaging protocol of the sender to the formal messaging protocol of the receiver. Message brokers are elements in telecommunication networks where software applications communicate by exchanging formally-defined messages. Message brokers are a building block of Message oriented middleware.",0
668,1,"What are some examples of message brokers?","Apache ActiveMQ
Apache Kafka
Apache Qpid
Celery
Gearman
HornetQ (Red Hat)
IBM Integration Bus
JBoss Messaging (JBoss)
JORAM
Microsoft BizTalk Server (Microsoft)
Microsoft Azure Service Bus (Microsoft)
NATS (MIT Open Source License, written in Go)
Open Message Queue
Oracle Message Broker (Oracle Corporation)
QDB (Apache License 2.0, supports message replay by timestamp)
RabbitMQ (Mozilla Public License, written in Erlang)
SAP PI (SAP AG)
Spread Toolkit
Tarantool, a NoSQL database, with a set of stored procedures for message queues
WSO2 Message Broker
Enduro/X Transactional Message Queue (TMQ)",0
669,1,"What is Ehcache?","Ehcache is an open source, standards-based cache that boosts performance, offloads your database, and simplifies scalability. It's the most widely-used Java-based cache.",0
670,1,"Timing of a L1 cache reference?","0.5 nanoseconds (ns)",0
671,1,"Timing of a branch misprediction?","5 nanoseconds (ns)",0
672,1,"Timing of a L2 cache reference?","7 nanoseconds (ns)",0
673,1,"Timing of a mutex lock/unlock?","25 nanoseconds (ns)",0
674,1,"Timing of a main memory reference?","100 nanoseconds (ns)",0
675,1,"Timing to compress 1KB?","3,000 nanoseconds (3 microseconds)",0
676,1,"Time to send 2K bytes over 1 Gbps network?","10,000 nanoseconds (0.01 ms)",0
677,1,"Time to read 4KB randomly from an SSD?","150,000 nanoseconds (0.15 ms)",0
678,1,"Timing to read 1MB sequentially from memory?","250,000 nanoseconds (0.25 ms)",0
679,1,"Timing of a disk seek?","10,000,000 nanoseconds (10 ms)",0
680,1,"Time to read 1MB sequentially from an SSD?","1,000,000 nanoseconds (1 ms)
4x memory",0
681,1,"Timing to read 1MB sequentially from disk?","20,000,000 nanoseconds (20 ms)
80x memory
20x SSD",0
682,1,"Timing to send a packet CA -> Netherlands -> CA?","150,000,000 nanoseconds (150 ms)",0
683,1,"Timing of a context switch between processes?","3000 nanoseconds",0
684,1,"Timing of fork()?","Between 70,000 and 160,000 nanoseconds.",0
685,1,"What is the timing overhead for a system call?","400 nanoseconds",0
686,1,"What is Kafka?","Apache Kafka is pub-sub messaging rethought as a distributed commit log.
Kafka is a distributed, partitioned, replicated commit log service. It provides the functionality of a messaging system, but with a unique design.
A single Kafka broker can handle hundreds of megabytes of reads and writes per second from thousands of clients.",0
687,1,"What is GAE?","Google App Engine is a platform for building scalable web applications and mobile backends. App Engine provides you with built-in services and APIs such as NoSQL datastores, memcache, and a user authentication API, common to most applications.",0
688,1,"What is GDS?","Google Cloud Datastore is a NoSQL document database built for automatic scaling, high performance, and ease of application development. Cloud Datastore features include:

Atomic transactions.
Massive scalability with high performance.
Flexible storage and querying of data.
Balance of strong and eventual consistency. 
Encryption at rest.
Fully managed with no planned downtime.",0
689,1,"What is the problem that serialization introduces?","The overhead of serializing and deserializing. It's all expensive, and for Python, it can be terribly slow.",0
690,1,"What does the Python bisect module do?","The bisect module, part of the standard library, provides support for maintaining a list in sorted order without having to sort the list after each insertion. For long lists of items with expensive comparison operations, this can be an improvement over the more common approach.",0
691,1,"What is PycURL?","PycURL is a Python interface to libcurl. PycURL can be used to fetch objects identified by a URL from a Python program, similar to the urllib Python module. PycURL is mature, very fast, and supports a lot of features.
PycURL is targeted at an advanced developer - if you need dozens of concurrent, fast and reliable connections or any of the sophisticated features listed above then PycURL is for you.
The main drawback of PycURL is that it is a relatively thin layer over libcurl without any of those nice Pythonic class hierarchies. This means it has a somewhat steep learning curve unless you are already familiar with libcurl's C API.",0
692,1,"How does PycURL compare to requests?","PycURL can handle a large number of multiple concurrent requests. When reusing connections, it can perform more than 2,000 requests per second.

pycurl takes about 73 CPU-microseconds to issue a request when reusing a connection
requests takes about 526 CPU-microseconds to issue a request when reusing a connection
pycurl takes about 165 CPU-microseconds to open a new connection and issue a request (no connection reuse), or ~92 microseconds to open
requests takes about 1078 CPU-microseconds to open a new connection and issue a request (no connection reuse), or ~552 microseconds to open",0
693,1,"What is ZooKeeper?","Apache ZooKeeper is a centralized service for maintaining configuration information, naming, providing distributed synchronization, and providing group services. All of these kinds of services are used in some form or another by distributed applications. Each time they are implemented there is a lot of work that goes into fixing the bugs and race conditions that are inevitable. Because of the difficulty of implementing these kinds of services, applications initially usually skimp on them, which make them brittle in the presence of change and difficult to manage. Even when done correctly, different implementations of these services lead to management complexity when the applications are deployed.
Has Java and C interfaces.",0
694,1,"What is orthogonality?","In mathematical terms, it means being perpendicular.

Orthogonality in programming language design is the ability to use various language features in arbitrary combinations with consistent results.

Orthogonality is a system design property which guarantees that modifying the technical effect produced by a component of a system neither creates nor propagates side effects to other components of the system. Typically this is achieved through the separation of concerns and encapsulation, and it is essential for feasible and compact designs of complex systems. The emergent behavior of a system consisting of components should be controlled strictly by formal definitions of its logic and not by side effects resulting from poor integration, i.e., non-orthogonal design of modules and interfaces. Orthogonality reduces testing and development time because it is easier to verify designs that neither cause side effects nor depend on them.",0
695,1,"When dealing with scaling, how can you deal with rapidly increasing counters, like YouTube video views?","You can add randomness to a monotonic counter, because as long as people can see it is increasing somewhat monotonically, it doesn't need to be 100% accurate. And avoids need to lock it in a transaction.",0
696,1,"What is exponential backoff and when is it used?","Binary exponential backoff or truncated binary exponential backoff refers to an algorithm used to space out repeated retransmissions of network or other service requests, often as part of congestion avoidance.",0
697,1,"What data structure could be used to efficiently manage a leaderboard?","A b-tree where each node manages a subset of the range of the worst to best scores.",0
698,1,"What does adding jitter in system design help you avoid?","If your system doesn’t jitter then you get thundering herds. Distributed applications are really weather systems. Debugging them is as deterministic as predicting the weather. Jitter introduces more randomness because surprisingly, things tend to stack up.",0
699,1,"What is an example of adding jitter to a caching system?","Cache expirations. For a popular video they cache things as best they can. The most popular video they might cache for 24 hours. If everything expires at one time then every machine will calculate the expiration at the same time. This creates a thundering herd.
By jittering you are saying randomly expire between 18-30 hours. That prevents things from stacking up. They use this all over the place. Systems have a tendency to self synchronize as operations line up and try to destroy themselves. Fascinating to watch. You get slow disk system on one machine and everybody is waiting on a request so all of a sudden all these other requests on all these other machines are completely synchronized. This happens when you have many machines and you have many events. Each one actually removes entropy from the system so you have to add some back in.",0
700,1,"What value can you make cron or other system intervals so they don't coincide?","Use distinct prime numbers for periodicities.",0
701,1,"What Python package provides tools for adapting or extending functions and other callable objects, without completely rewriting them?","functools
offers:
Decorators
Comparison
Rich Comparison
Collation Order
Caching
Reducing a Data Set
Generic Functions",0
702,1,"What is a proxy server?","A proxy server is an intermediate piece of hardware/software that receives requests from clients and relays them to the backend origin servers. Typically, proxies are used to filter requests, log requests, or sometimes transform requests (by adding/removing headers, encrypting/decrypting, or compression).",0
703,1,"What is collapsed forwarding?","A proxy server can collapse the same (or similar) requests together into one request, and then return the single result to the requesting clients.

Another great way to use the proxy is to not just collapse requests for the same data, but also to collapse requests for data that is spatially close together in the origin store (consecutively on disk).",0
704,1,"What should be handling requests first, a proxy server or a cache?","Generally it is best to put the cache in front of the proxy. This is because the cache is serving data from memory, it is very fast, and it doesn't mind multiple requests for the same result. But if the cache was located on the other side of the proxy server, then there would be additional latency with every request before the cache, and this could hinder performance.",0
705,1,"What are some popular proxies?","HAProxy
Squid
Varnish",0
706,1,"Why do indexes tend to slow down writes?","Since you must both write the data and update the index.",0
707,1,"What is the role of a load balancer?","The role is to distribute load across a set of nodes responsible for servicing requests. This allows multiple nodes to transparently service the same function in a system. Their main purpose is to handle a lot of simultaneous connections and route those connections to one of the request nodes, allowing the system to scale to service more requests by just adding nodes.",0
708,1,"What is a drawback of advanced features in a load balancer?","Advanced features can make problem diagnosis cumbersome. For example, when it comes to high load situations, load balancers will remove nodes that may be slow or timing out (because of too many requests), but that only exacerbates the situation for the other nodes.",0
709,1,"What is a benefit of adding asynchrony to a system?","It keeps clients from holding connections to servers when waiting for a response for a task that could simply be deferred. This reduces load on servers that are performing writes, for example, and lets them perform a task when ready, not on-demand.",0
710,1,"What is the difference between a synchronous system and an asynchronous system?","In a synchronous system, there is no differentiation between request and reply, and they therefore cannot be managed separately. In an asynchronous system the client requests a task, the service responds with a message acknowledging the task was received, and then the client can periodically check the status of the task, only requesting the result once it has completed.

While the client is waiting for an asynchronous request to be completed it is free to perform other work, even making asynchronous requests of other services.",0
711,1,"What are some examples of well-known queue (or can act as a queue) software?","BeanstalkD
RabbitMQ
ActiveMQ
BeanstalkD
Redis",0
712,1,"Does asynchronous code tend to be CPU-bound or I/O bound?","Asynchronous code tends to be CPU bound, because anything that would block is simply deferred to later, until the blocking operation completes. This means that threads in asynchronous / non-blocking applications are much more likely to use their full time quantum before the kernel scheduler preempts them.",0
713,1,"What is the optimal number of threads?","And if there's the same number of runnable threads as there are hardware threads, the kernel is very likely to reschedule threads on the same core, which significantly helps performance.",0
714,1,"What is the typical time slice for a process on a Linux box?","Linux kernels are often compiled with HZ=100, which entails that processes are given time slices of 10ms.",0
715,1,"How does Linux handle CPU affinity?","Default Linux kernels don't do a good job at keeping CPU affinity, even on idle machines. You must explore alternative schedulers or use taskset or cpuset to control affinity yourself.",0
716,1,"What is futex?","A futex (short for ""fast userspace mutex"") is a Linux kernel system call that programmers can use to implement basic locking, or as a building block for higher-level locking abstractions such as semaphores and POSIX mutexes or condition variables.",0
717,1,"How do context switches perform under virtualization?","On average, it's 2.5x to 3x more expensive to do a context switch when using virtualization. My guess is that this is due to the fact that the guest OS can't update the page table itself, so when it attempts to change it, the hypervisor intervenes, which causes an extra 2 context switches (one to get inside the hypervisor, one to get out, back to the guest OS).",0
718,1,"What is a Frame Check Sequence?","The Frame Check Sequence (FCS) field is used to determine if errors occurred in the transmission and reception of the frame. Error detection is added at the Data Link layer because this is where data is transferred across the media.",0
719,1,"How does Google handle a search request?","Scatter/gather
In this model, the dispatcher multicast the request to all workers of the pool. Each worker will compute a local result and send it back to the dispatcher, who will consolidate them into a single response and then send back to the client.",0
720,1,"What is an example of bulk synchronous processing?","Parallel Graph Transformation

The main goal of Graph transformation is to modify the graph. This include modifying the properties of existing nodes and arcs, creating new arcs / nodes and removing existing arcs / nodes. The modification logic is provided by a user-defined function, which will be applied to all active nodes.",0
721,1,"Execution Orchestrator","This model is based on an intelligent scheduler / orchestrator to schedule ready-to-run tasks (based on a dependency graph) across a clusters of dumb workers.

example: Microsoft Dryad",0
722,1,"What are 2 reasons for using a load balancer?","horizontal scalability and redundancy",0
723,1,"What are balancing methods used by load balancers?","assignment of a request: random, round-robin, random with weighting for machine capacity, etc
matched with current status (available for requests, not responding, elevated error rate, etc).",0
724,1,"What are the 3 choices in load balancers? The 3 kinds, not balancing mechanisms.","- Smart client, a software based mechanism for determining the availability of a server.
- Hardware load balancer, such as Citrix NetScaler, are remarkably expensive, and they are also ""non-trivial"" to configure.
- Software load balancer: HAProxy",0
725,1,"What are 2 examples of in-memory caches?","Memcached and Redis are both examples of in-memory caches",0
726,1,"What is write-through cache?","Write-through cache directs write I/O onto cache and through to underlying permanent storage before confirming I/O completion to the host. This ensures data updates are safely stored on, for example, a shared storage array, but has the disadvantage that I/O still experiences latency based on writing to that storage. Write-through cache is good for applications that write and then re-read data frequently as data is stored in cache and results in low read latency.",0
727,1,"What is write-back cache?","Write-back cache is where write I/O is directed to cache and completion is immediately confirmed to the host. This results in low latency and high throughput for write-intensive applications, but there is data availability exposure risk because the only copy of the written data is in cache. As we will discuss later, suppliers have added resiliency with products that duplicate writes. Users need to consider whether write-back cache solutions offer enough protection as data is exposed until it is staged to external storage. Write-back cache is the best performing solution for mixed workloads as both read and write I/O have similar response time levels.",0
728,1,"What is read-through cache?","An item is accessed from cache, and if it's a cache miss, the data will be read from persistent storage (perhaps with a callback) and then placed into cache. The response is then sent back to the host.",0
729,1,"What is HDFS?","Hadoop File System (HDFS) is a Java-based file system that provides scalable and reliable data storage, and it was designed to span large clusters of commodity servers.",0
730,1,"What is Hortonworks?","Hortonworks is a software company focused on the development and support of Apache Hadoop, a framework that allows for the distributed processing of large data sets across clusters of computers.",0
731,1,"What is a platform layer?","Web applications to communicate with a platform layer which in turn communicates with your databases. 

First, separating the platform and web application allow you to scale the pieces independently. If you add a new API, you can add platform servers without adding unnecessary capacity for your web application tier. 

Second, adding a platform layer can be a way to reuse your infrastructure for multiple products or interfaces (a web application, an API, an iPhone app, etc) without writing too much redundant boilerplate code for dealing with caches, databases, etc.

Third, a sometimes underappreciated aspect of platform layers is that they make it easier to scale an organization. At their best, a platform exposes a crisp product-agnostic interface which masks implementation details. If done well, this allows multiple independent teams to develop utilizing the platform's capabilities, as well as another team implementing/optimizing the platform itself.",0
732,1,"What is multi-homing?","Running a service across multiple datacenters.",0
733,1,"Where is weak consistency OK?","- caching
- VOIP
- real-time mutiplayer games",0
734,1,"What is the Paxos algorithm?","Paxos is a family of protocols for solving consensus in a network of unreliable processors. Consensus is the process of agreeing on one result among a group of participants. This problem becomes difficult when the participants or their communication medium may experience failures.",0
735,1,"What problem does consistent hashing help solve?","If you're using a caching scheme like server = hash(i) mod m, and one server in the cluster drops out, consistent hashing is needed to avoid swamping your servers when all the caches need to rehash their entities.",0
736,1,"What is the relationship between consistent hashing and memcache?","Consistent hashing can be used with memcache not even knowing about it.  It is interesting to note that it is only the client that needs to implement the consistent hashing algorithm - the memcached server is unchanged.",0
737,1,"What are some examples of NoSQL solutions?","Google BigTable
HBase (based on Hadoop)
Hypertable
Amazon DynamoDB
Voldemort
Cassandra
Riak
Redis
CouchDB
MongoDB",0
738,1,"What is Paxos an example of?","quorum-based 2PC (2 phase commit) protocol",0
739,1,"What is MVCC?","Multiversion concurrency control (MCC or MVCC), is a concurrency control method commonly used by database management systems to provide concurrent access to the database and in programming languages to implement transactional memory.",0
740,1,"What is the S in SOLID?","The single responsibility principle. There should never be more than one reason for a class to change. We can relate the “reason to change” to “the responsibility of the class”. So each responsibility would be an axis for change.",0
741,1,"What does concurrent.futures do?","The concurrent.futures modules provides interfaces for running tasks using pools of thread or process workers. The APIs are the same, so applications can switch between threads and processes with minimal changes.",0
742,1,"What is the O in SOLID?","The Open/Closed Principle (OCP) states that the design and writing of the code should be done in a way that new functionality should be added with minimum changes in the existing code. The design should be done in a way to allow the adding of new functionality as new classes, keeping as much as possible existing code unchanged.
""open for extension / closed for modifications""

--

During the 1990s, the open/closed principle became popularly redefined to refer to the use of abstracted interfaces, where the implementations can be changed and multiple implementations could be created and polymorphically substituted for each other.

In contrast to Meyer's usage, this definition advocates inheritance from abstract base classes. Interface specifications can be reused through inheritance but implementation need not be.",0
743,1,"What is RTTI?","run time type identification",0
744,1,"Which SOLID principle is ""Make all Member Variables Private."" helping to enforce?","The open/closed principle (OCP)",0
745,1,"What is the L in SOLID?","The Liskov substitution principle (LSP)
We must make sure that the new derived classes just extend without replacing the functionality of old classes. Otherwise the new classes can produce undesired effects when they are used in existing program modules.

Liskov's Substitution Principle states that if a program module is using a Base class, then the reference to the Base class can be replaced with a Derived class without affecting the functionality of the program module.

This principle is just an extension of the Open Close Principle and it means that we must make sure that new derived classes are extending the base classes without changing their behavior.",0
746,1,"What is the I in SOLID?","The Interface Segregation Principle (ISP) states that clients should not be forced to implement interfaces they don't use. Instead of one fat interface many small interfaces are preferred based on groups of methods, each one serving one submodule.",0
747,1,"What is the D in SOLID?","Dependency inversion principle (DIP)
High-level modules should not depend on low-level modules. Both should depend on abstractions.
Abstractions should not depend on details. Details should depend on abstractions.",0
748,1,"What are 3 things CDNs use to ensure availability?","Local clustering can improve fault-tolerance and scalability. Mirroring (deploying clusters in a few locations) and multihoming (using multiple ISPs to connect to the Internet). 
Clustering, mirroring, and multihoming are common approaches for sites with stringent reliability and scalability needs.",0
749,1,"What is hyper-threading?","Hyper-threading enables a single processor core to be used for two or more concurrent executions with just a little extra hardware.",0
750,1,"What is DMA?","DMA (Direct Memory Access) allows devices, with the help of the Northbridge, to store and receive data in RAM directly without the intervention of the CPU.",0
751,1,"What does NUMA stand for?","Non-Uniform Memory Architecture",0
752,1,"Where are SRAM and DRAM used?","SRAMs are used in Caches because of higher speed and DRAMs are used for main memory in a PC because of higher densities.",0
753,1,"What is the difference between SRAM and DRAM?","DRAM stands for Dynamic Random Access Memory. It is a type of semiconductor memory in which the memory is stored in the form of a charge. Each memory cell in a DRAM is made of a transistor and a capacitor. The data is stored in the capacitor. Capacitors loose charge due to leakage and hence DRAM's are volatile devices. To keep the data in the memory, the device must be regularly refreshed whereas SRAM is static, so it will retain a value as long as power is supplied. SRAM is typically faster than DRAM since it doesn't have refresh cycles. Since each SRAM memory cell is comprised of 6 Transistors unlike a DRAM memory cell, which is comprised of 1 Transistor and 1 Capacitor, the cost per memory cell is far greater in an SRAM compared to a DRAM.",0
754,1,"What is the difference between a CPU core and a CPU thread?","The difference between a core and a thread is that separate cores have separate copies of (almost) all the hardware resources. The cores can run completely independently unless they are using the same resources–e.g., the connections to the outside - at the same time. Threads, on the other hand, share almost all of the processor’s resources.
Intel’s implementation of threads has only separate registers for the threads and even that is limited, some registers
are shared.",0
755,1,"What is SMP?","symmetric multi-processor

In symmetric multi-processor (SMP) systems the caches of the CPUs cannot work independently from each other. All processors are supposed to see the same memory content at all times. The maintenance of this uniform view of memory is called “cache coherency”.",0
756,1,"How does a multi-processor CPU maintain cache coherency?","- A dirty cache line is not present in any other processor’s cache.
- Clean copies of the same cache line can reside in arbitrarily many caches.",0
757,1,"What is Colossus?","the successor to the Google File System",0
758,1,"What is Spanner?","Spanner is a scalable, globally-distributed database designed, built, and deployed at Google. At the highest level of abstraction, it is a database that shards data across many sets of Paxos state machines in datacenters spread all over the world. Replication is used for global availability and geographic locality; clients automatically failover between replicas. Spanner automatically reshards data across machines as the amount of data or the number of servers changes, and it automatically migrates data across machines (even across datacenters) to balance load and in response to failures. Spanner is designed to scale up to millions of machines across hundreds of datacenters and trillions of database rows.",0
759,1,"What is Marzullo's algorithm?","Marzullo's algorithm, is an agreement algorithm used to select sources for estimating accurate time from a number of noisy time sources. A refined version of it, renamed the ""intersection algorithm"", forms part of the modern Network Time Protocol.",0
760,1,"What is Google File System?","A scalable distributed file system for large distributed data-intensive applications. It provides fault tolerance while running on inexpensive commodity hardware, and it delivers high aggregate performance to a large number of clients.
It deals with multi-GB and TB files by appending to files, as that is the predominant usage pattern of large data files.",0
761,1,"What is BNF?","BNF (Backus Normal Form or Backus–Naur Form) is one of the two main notation techniques for context-free grammars, often used to describe the syntax of languages used in computing, such as computer programming languages, document formats, instruction sets and communication protocols; the other main technique for writing context-free grammars is the van Wijngaarden form.",0
762,1,"What is MapReduce?","MapReduce, developed by Google in 2004, is a programming model and an associated implementation for processing and generating large data sets. Users specify a map function that processes a key/value pair to generate a set of intermediate key/value pairs, and a reduce function that merges all intermediate values associated with the same intermediate key.",0
763,1,"What is a Zipf distribution?","The Zipf distribution, sometimes referred to as the zeta distribution, is a discrete distribution commonly used in linguistics, insurance, and the modeling of rare events.",0
764,1,"The memory addresses returned by the malloc function are typically aligned to at least ___ bytes.",8,0
765,1,"What is AddressSanitizer?","AddressSanitizer is a fast memory error detector. AddressSanitizer finds out-of-bounds (for heap, stack, and globals) accesses and use-after-free bugs at the cost of 73% slowdown on average and a 3.4x memory size; the tool has no false positives.
AddressSanitizer uses shadow memory to provide accurate and immediate bug detection. The conventional wisdom is that shadow memory either incurs high overhead through multi-level mapping schemes or imposes prohibitive address space requirements by occupying a large contiguous region. Our novel shadow state encoding reduces our shadow space footprint enough that we can use a simple mapping, which can be implemented with low overhead.
It has been included as a compilation option in LLVM since 3.1.",0
766,1,"What is transitive closure?","transitive closure can be thought of as constructing a data structure that makes it possible to answer reachability questions. That is, can one get from node a to node d in one or more hops?",0
767,1,"What is CUDA?","CUDA (Compute Unified Device Architecture) is a parallel computing platform and application programming interface (API) model created by NVIDIA.[1] It allows software developers and software engineers to use a CUDA-enabled graphics processing unit (GPU) for general purpose processing – an approach known as GPGPU. The CUDA platform is a software layer that gives direct access to the GPU's virtual instruction set and parallel computational elements, for the execution of compute kernels.[2]",0
768,1,"What is Borg?","The first unified container-management system developed at Google. It was built to manage both long-running services and batch jobs.",0
769,1,"What is MPM?","Within Google, MPM (Midas Package Manager) is used to build and deploy container images. It corresponds to the Docker image registry for Docker containers.",0
770,1,"What are 3 benefits of containers?","1. Containers encapsulate the application environment, abstracting away many details of machines and operating systems from the application developer and the deployment infrastructure.
2. Because well-designed containers and container images are scoped to a single application, managing containers means managing applications rather than machines. This shift of management APIs from machine-oriented to application oriented dramatically improves application deployment and introspection.
3. Decoupling of image and OS makes it possible to provide the same deployment environment in both development and production, which, in turn, improves deployment reliability and speeds up development by reducing inconsistencies and friction.",0
771,1,"What is Chubby?","A distributed lock service (master election) built on Borg.",0
772,1,"What does CSP stand for?","Communicating Sequential Processes",0
773,1,"What is Protocol buffers?","Protocol buffers (aka protobuf) are Google's language-neutral, platform-neutral, extensible mechanism for serializing structured data. IDL-based.

You define how you want your data to be structured once, then you can use special generated source code to easily write and read your structured data to and from a variety of data streams and using a variety of languages.",0
774,1,"Why is using Protocol buffers better than pickling?","Python pickling doesn't deal well with schema evolution, and also doesn't work very well if you need to share data with applications written in C++ or Java.",0
775,1,"What is gRPC?","It’s an open source framework for RPC by Google. gRPC uses HTTP/2 and Google’s own Protobuf to provide a scalable and low latency communication. With gRPC comes a new version of Protobuf (proto3) for high performance binary serialization which includes new features and is easier to use than its predecessors.",0
776,1,"What is Redis?","Redis is an in-memory data structure store, used as database, cache and message broker. It supports data structures such as strings, hashes, lists, sets, sorted sets with range queries, bitmaps, hyperloglogs and geospatial indexes with radius queries. Redis has built-in replication, Lua scripting, LRU eviction, transactions and different levels of on-disk persistence, and provides high availability via Redis Sentinel and automatic partitioning with Redis Cluster.",0
777,1,"What commands can be used to make a Redis queue somewhat reliable?","LPUSH
RPOPLPUSH - pop right, pushing onto another list for processing, atomically,
BRPOPLPUSH - same as above, but blocking
RPOP

Redis is more susceptible to data loss in the event of abrupt termination or power failures.",0
778,1,"What is RabbitMQ?","RabbitMQ is a messaging broker - an intermediary for messaging.

Messages are routed through exchanges before arriving at queues. RabbitMQ features several built-in exchange types for typical routing logic. For more complex routing you can bind exchanges together or even write your own exchange type as a plugin.

It can be used as a durable queue, work queues, pub/sub, topic handler, and even for rpc.",0
779,1,"What is pika?","Pika is a pure-Python implementation of the AMQP 0-9-1 protocol that tries to stay fairly independent of the underlying network support library. Can use with RabbitMQ.",0
780,1,"What is Celery?","Celery is an asynchronous task queue/job queue based on distributed message passing. It is focused on real-time operation, but supports scheduling as well. You use it with a message broker, and it manages the task execution.

The execution units, called tasks, are executed concurrently on a single or more worker servers using multiprocessing, Eventlet, or gevent. Tasks can execute asynchronously (in the background) or synchronously (wait until ready).

The recommended message broker is RabbitMQ, but support for Redis, Beanstalk, MongoDB, CouchDB, and databases (using SQLAlchemy or the Django ORM) is also available.",0
781,1,"What does amqp stand for?","Advanced Message Queuing Protocol",0
